"id","date","last.touch","last.click"
9832,2017-01-18,"social","none"
3835,2017-01-04,"display","none"
364,2017-01-14,"social","social"
690,2017-01-27,"social","none"
9359,2017-01-25,"email","email"
3974,2017-02-14,"display","email"
1564,2017-01-05,"email","none"
9610,2017-02-02,"email","none"
2078,2017-01-25,"social","none"
1297,2017-01-07,"social","email"
2569,2017-01-12,"email","none"
563,2017-01-11,"display","display"
9055,2017-01-06,"display","none"
7616,2017-01-20,"email","none"
7293,2017-01-03,"email","none"
7899,2017-01-07,"social","none"
9266,2017-01-14,"social","email"
2561,2017-01-06,"display","none"
1131,2017-01-25,"display","none"
6666,2017-02-06,"email","none"
9509,2017-02-03,"display","none"
4327,2017-02-05,"direct","none"
5722,2017-01-08,"social","none"
1094,2017-02-08,"direct","email"
709,2017-02-06,"direct","none"
6949,2017-02-24,"display","email"
4528,2017-01-09,"social","none"
321,2017-01-20,"social","email"
9002,2017-02-10,"email","email"
8806,2017-02-14,"display","email"
8237,2017-01-02,"social","none"
6883,2017-01-31,"email","email"
1019,2017-01-11,"display","none"
392,2017-01-19,"display","social"
2370,2017-02-27,"email","none"
981,2017-02-20,"social","social"
8743,2017-02-15,"direct","none"
275,2017-02-07,"display","display"
7717,2017-01-03,"social","none"
6467,2017-02-02,"email","none"
9723,2017-01-01,"none","none"
1264,2017-01-17,"social","none"
5685,2017-01-11,"social","none"
8930,2017-01-06,"social","none"
4766,2017-01-04,"email","none"
7346,2017-01-09,"social","none"
7020,2017-01-03,"social","none"
6809,2017-02-13,"direct","none"
5643,2017-01-19,"social","none"
6935,2017-01-16,"social","social"
5522,2017-01-24,"email","none"
6060,2017-01-21,"display","none"
9181,2017-01-09,"social","none"
9703,2017-02-08,"social","none"
6267,2017-02-01,"email","none"
2189,2017-01-06,"direct","none"
4231,2017-01-19,"social","none"
3208,2017-01-03,"social","none"
5439,2017-01-14,"display","none"
341,2017-01-29,"email","none"
9219,2017-01-08,"social","none"
9703,2017-01-29,"social","none"
2302,2017-01-16,"display","none"
2450,2017-01-29,"social","social"
714,2017-01-11,"email","none"
3553,2017-02-11,"display","none"
1264,2017-02-06,"social","none"
5828,2017-01-26,"social","social"
2716,2017-01-22,"social","none"
1525,2017-01-20,"social","social"
8544,2017-01-20,"social","social"
9118,2017-01-29,"social","social"
5446,2017-02-12,"email","none"
9736,2017-01-02,"display","none"
7011,2017-02-21,"email","none"
906,2017-01-17,"social","social"
200,2017-01-24,"social","social"
1747,2017-01-09,"direct","none"
5189,2017-02-01,"email","email"
7971,2017-02-17,"display","none"
7646,2017-02-24,"email","none"
2904,2017-01-26,"social","social"
8657,2017-02-07,"display","none"
4424,2017-02-27,"direct","none"
30,2017-02-20,"direct","email"
531,2017-02-09,"email","none"
1000,2017-01-10,"email","none"
6796,2017-01-16,"email","none"
7216,2017-01-31,"email","none"
1996,2017-01-10,"email","none"
3393,2017-01-28,"social","social"
4573,2017-02-03,"direct","email"
3466,2017-02-02,"display","none"
1099,2017-01-26,"social","social"
5655,2017-01-19,"display","none"
3409,2017-01-17,"social","none"
7656,2017-02-01,"email","social"
127,2017-01-03,"email","none"
1262,2017-02-08,"display","none"
2478,2017-01-05,"social","none"
2194,2017-02-03,"direct","none"
370,2017-01-26,"social","none"
4677,2017-01-30,"email","email"
9049,2017-01-05,"social","none"
8985,2017-02-03,"direct","none"
5620,2017-01-08,"social","social"
4174,2017-01-24,"email","none"
6277,2017-01-17,"social","social"
6959,2017-01-14,"display","none"
1676,2017-02-02,"direct","none"
488,2017-01-24,"email","email"
8952,2017-01-17,"email","none"
3379,2017-01-06,"direct","none"
3063,2017-01-22,"display","none"
6211,2017-02-05,"direct","none"
4778,2017-01-29,"social","email"
9143,2017-01-17,"email","social"
3776,2017-01-25,"email","none"
7368,2017-02-27,"email","none"
2869,2017-02-27,"social","social"
9190,2017-01-29,"social","email"
3162,2017-02-08,"email","social"
1551,2017-01-03,"email","none"
5737,2017-01-05,"email","email"
7743,2017-01-08,"direct","none"
9501,2017-02-21,"display","none"
1097,2017-02-14,"display","email"
5431,2017-02-02,"email","none"
2638,2017-01-03,"social","none"
878,2017-02-21,"email","email"
9441,2017-01-11,"direct","none"
7019,2017-01-28,"social","social"
5994,2017-01-15,"display","email"
1736,2017-01-09,"social","none"
1359,2017-02-02,"email","none"
570,2017-02-08,"email","email"
5784,2017-01-02,"social","none"
1492,2017-01-04,"social","none"
1031,2017-01-02,"social","none"
6071,2017-01-18,"direct","none"
8685,2017-01-25,"email","social"
9876,2017-01-29,"email","email"
3923,2017-01-06,"direct","none"
2137,2017-02-19,"email","social"
8252,2017-02-07,"email","none"
3406,2017-01-03,"none","none"
5255,2017-02-22,"email","social"
5983,2017-01-07,"display","none"
8485,2017-01-12,"display","none"
7512,2017-01-06,"none","none"
8288,2017-02-19,"direct","none"
8523,2017-02-07,"display","none"
9319,2017-02-21,"email","social"
1087,2017-01-12,"social","social"
1767,2017-01-12,"direct","none"
2074,2017-02-18,"social","none"
3760,2017-02-09,"display","none"
1083,2017-01-11,"social","email"
8309,2017-01-24,"email","email"
9427,2017-01-07,"direct","none"
2535,2017-01-31,"email","none"
7812,2017-01-08,"social","none"
7985,2017-02-23,"email","email"
655,2017-02-06,"direct","none"
3911,2017-01-20,"social","none"
5236,2017-01-22,"email","none"
6280,2017-01-29,"social","none"
4499,2017-01-26,"email","none"
1392,2017-01-31,"display","none"
956,2017-01-08,"social","email"
3469,2017-01-30,"social","social"
4153,2017-02-24,"display","none"
8756,2017-02-11,"display","none"
9906,2017-02-04,"display","social"
6533,2017-01-03,"email","none"
411,2017-02-21,"display","social"
9675,2017-02-21,"email","social"
5588,2017-01-26,"social","social"
7481,2017-02-07,"display","social"
4006,2017-02-06,"direct","email"
9709,2017-01-19,"social","none"
9331,2017-01-06,"social","none"
2541,2017-02-04,"direct","none"
9618,2017-01-04,"social","none"
2498,2017-01-12,"social","social"
4370,2017-02-07,"email","email"
7828,2017-02-07,"direct","none"
7814,2017-01-07,"direct","none"
7400,2017-02-10,"email","none"
9723,2017-01-10,"display","none"
3561,2017-02-21,"social","social"
7264,2017-01-10,"email","none"
32,2017-01-17,"social","display"
2461,2017-02-20,"email","none"
2068,2017-02-03,"direct","email"
7883,2017-02-03,"direct","none"
9194,2017-01-31,"social","social"
2387,2017-02-12,"direct","email"
6508,2017-02-10,"display","email"
7932,2017-02-07,"display","email"
5471,2017-01-12,"social","social"
3728,2017-01-12,"display","none"
1095,2017-01-22,"display","none"
3082,2017-01-06,"direct","none"
2810,2017-01-26,"social","none"
3309,2017-01-02,"social","none"
1236,2017-02-14,"display","none"
6416,2017-01-08,"social","none"
6567,2017-02-04,"email","none"
5035,2017-02-22,"email","social"
9241,2017-02-18,"direct","none"
2076,2017-02-04,"direct","none"
9957,2017-01-05,"display","none"
6200,2017-02-11,"display","email"
7934,2017-02-05,"display","social"
2113,2017-01-20,"social","none"
5259,2017-02-09,"display","display"
5647,2017-01-02,"display","none"
9350,2017-02-12,"email","none"
2263,2017-02-01,"display","social"
1448,2017-01-04,"social","none"
5544,2017-02-07,"email","none"
8109,2017-02-13,"social","none"
9537,2017-02-12,"display","social"
9191,2017-01-05,"social","none"
4374,2017-02-08,"direct","none"
9437,2017-01-06,"display","none"
8280,2017-01-15,"social","none"
4667,2017-02-05,"direct","none"
1057,2017-01-06,"none","none"
8829,2017-02-14,"email","none"
8832,2017-01-13,"social","social"
981,2017-01-23,"social","social"
3519,2017-02-25,"email","email"
7216,2017-02-06,"direct","none"
5299,2017-01-03,"social","none"
2403,2017-01-25,"email","none"
1955,2017-01-09,"direct","none"
5636,2017-02-21,"email","email"
7751,2017-02-06,"direct","social"
3032,2017-01-10,"display","none"
9350,2017-01-12,"email","none"
1273,2017-02-24,"direct","social"
7699,2017-02-04,"direct","none"
65,2017-02-14,"email","none"
8095,2017-01-03,"email","none"
6792,2017-02-22,"display","email"
4988,2017-02-27,"email","none"
233,2017-02-08,"display","none"
2609,2017-02-28,"email","none"
6770,2017-01-28,"email","email"
187,2017-01-10,"email","none"
6886,2017-01-19,"social","social"
9568,2017-02-04,"display","social"
2770,2017-01-28,"email","none"
7116,2017-01-13,"display","none"
6348,2017-01-08,"direct","none"
5005,2017-02-01,"email","none"
3796,2017-01-24,"email","social"
2740,2017-02-25,"display","none"
8641,2017-01-09,"social","none"
4418,2017-02-08,"email","none"
894,2017-01-23,"social","none"
6478,2017-02-11,"display","display"
708,2017-01-28,"display","none"
6701,2017-02-25,"email","email"
4171,2017-02-16,"email","email"
1467,2017-02-04,"none","none"
3238,2017-02-09,"email","email"
9596,2017-02-13,"email","social"
9544,2017-01-13,"display","none"
3936,2017-01-18,"email","none"
4944,2017-02-20,"display","none"
9207,2017-02-22,"email","email"
4247,2017-01-24,"social","social"
1838,2017-01-09,"display","social"
6577,2017-02-09,"email","none"
4110,2017-02-25,"display","email"
6760,2017-01-22,"social","none"
5918,2017-01-04,"display","none"
7083,2017-01-26,"social","social"
1325,2017-01-24,"email","none"
2016,2017-02-20,"email","email"
2830,2017-01-03,"email","none"
381,2017-02-24,"display","none"
9984,2017-01-31,"email","none"
6285,2017-01-10,"email","none"
2455,2017-02-07,"display","display"
6474,2017-02-06,"direct","email"
3360,2017-02-06,"display","display"
1834,2017-02-03,"direct","none"
1121,2017-01-10,"email","social"
6375,2017-02-03,"direct","none"
528,2017-02-07,"email","email"
3329,2017-02-03,"email","email"
37,2017-01-25,"social","email"
8557,2017-01-10,"email","none"
5232,2017-01-20,"social","email"
6773,2017-01-04,"social","none"
7197,2017-02-08,"email","none"
2321,2017-01-19,"email","email"
3731,2017-02-02,"email","email"
1433,2017-01-20,"email","none"
4748,2017-01-25,"social","none"
5784,2017-01-06,"social","none"
9217,2017-02-02,"display","none"
7649,2017-01-07,"display","none"
4094,2017-02-06,"direct","none"
766,2017-01-02,"display","none"
3910,2017-02-01,"email","email"
6424,2017-02-14,"email","email"
5511,2017-01-07,"display","none"
6203,2017-01-03,"social","none"
9515,2017-02-01,"email","none"
4495,2017-01-25,"social","none"
6080,2017-02-22,"display","email"
5546,2017-02-02,"display","social"
8864,2017-01-03,"email","none"
6251,2017-01-25,"email","none"
9866,2017-02-05,"direct","none"
6634,2017-01-10,"social","none"
2271,2017-01-06,"direct","none"
179,2017-02-04,"email","social"
2072,2017-01-10,"social","none"
3266,2017-02-05,"direct","none"
1330,2017-01-07,"social","none"
4579,2017-02-15,"display","email"
1004,2017-01-09,"social","none"
6674,2017-01-09,"social","none"
5145,2017-02-08,"email","email"
1443,2017-01-25,"email","none"
908,2017-01-07,"social","none"
2894,2017-01-07,"display","none"
2429,2017-01-25,"email","email"
7156,2017-01-28,"social","social"
5063,2017-02-01,"email","social"
7317,2017-01-11,"social","none"
8210,2017-01-02,"display","none"
3755,2017-01-11,"email","none"
8759,2017-01-14,"email","none"
4358,2017-01-18,"social","none"
8648,2017-01-08,"social","none"
4077,2017-01-18,"email","none"
8622,2017-01-20,"email","none"
1318,2017-01-18,"social","none"
7457,2017-02-07,"email","social"
2332,2017-01-09,"email","none"
9776,2017-02-24,"email","none"
8936,2017-01-29,"social","social"
1038,2017-01-08,"social","email"
7213,2017-01-02,"social","none"
1296,2017-02-08,"direct","email"
5082,2017-01-18,"social","none"
2855,2017-02-04,"direct","none"
7679,2017-01-30,"social","social"
8475,2017-01-31,"email","email"
8653,2017-01-07,"display","none"
8729,2017-01-16,"social","none"
8515,2017-01-05,"social","social"
5028,2017-02-25,"display","display"
1881,2017-01-17,"email","none"
7038,2017-01-10,"email","none"
4785,2017-01-11,"email","email"
6377,2017-02-24,"email","none"
8494,2017-02-18,"email","social"
5102,2017-01-06,"direct","social"
387,2017-02-07,"email","email"
103,2017-01-27,"social","social"
1440,2017-02-10,"email","email"
2952,2017-02-18,"display","none"
361,2017-02-17,"direct","social"
4811,2017-01-27,"email","email"
8115,2017-01-31,"email","none"
8773,2017-01-04,"social","social"
1491,2017-01-14,"email","none"
5774,2017-01-13,"social","email"
4052,2017-02-08,"direct","social"
3511,2017-02-11,"email","social"
861,2017-02-23,"email","email"
5637,2017-01-14,"direct","none"
949,2017-02-21,"email","none"
127,2017-01-09,"direct","none"
1152,2017-01-09,"direct","none"
4515,2017-01-19,"social","none"
6882,2017-01-10,"email","email"
9264,2017-01-16,"none","none"
2579,2017-02-15,"email","none"
2228,2017-02-20,"social","none"
7395,2017-02-04,"direct","none"
3214,2017-01-02,"social","none"
4991,2017-02-07,"direct","none"
3599,2017-01-04,"social","social"
4331,2017-01-25,"social","social"
2704,2017-01-06,"direct","none"
6039,2017-02-12,"display","display"
137,2017-02-08,"display","display"
2680,2017-02-05,"display","none"
5609,2017-01-31,"display","social"
6695,2017-01-22,"social","none"
3565,2017-02-28,"email","email"
1555,2017-01-06,"direct","none"
5634,2017-02-16,"email","email"
2265,2017-02-03,"direct","email"
7822,2017-01-30,"email","none"
4944,2017-02-07,"display","none"
702,2017-01-03,"email","none"
4695,2017-02-15,"email","social"
7038,2017-02-15,"email","email"
3967,2017-01-09,"social","none"
1539,2017-01-05,"email","none"
264,2017-01-18,"email","none"
1732,2017-01-05,"social","none"
5003,2017-01-19,"email","none"
6402,2017-01-28,"social","email"
4494,2017-01-19,"social","display"
8212,2017-02-17,"email","email"
6973,2017-02-06,"direct","email"
9235,2017-01-09,"social","none"
621,2017-02-03,"email","none"
9391,2017-01-08,"display","none"
2596,2017-01-23,"display","social"
4625,2017-01-31,"social","social"
9682,2017-01-12,"direct","none"
6821,2017-02-07,"email","email"
5278,2017-02-08,"email","none"
1122,2017-02-14,"email","none"
9492,2017-02-04,"direct","social"
8208,2017-01-03,"email","email"
7408,2017-02-21,"email","none"
606,2017-02-01,"display","none"
31,2017-01-22,"social","social"
4570,2017-01-16,"social","social"
2565,2017-01-15,"social","none"
3721,2017-01-03,"email","none"
540,2017-02-07,"direct","social"
891,2017-01-12,"direct","none"
1876,2017-02-07,"email","email"
4269,2017-02-03,"display","none"
3276,2017-02-05,"direct","none"
7281,2017-02-10,"display","social"
5343,2017-02-10,"email","email"
7196,2017-02-02,"display","social"
8486,2017-01-29,"display","none"
4879,2017-01-25,"display","email"
8885,2017-02-05,"email","none"
7012,2017-01-23,"social","social"
2571,2017-01-04,"social","none"
1094,2017-01-18,"email","email"
7364,2017-01-10,"social","social"
6635,2017-01-21,"display","none"
1250,2017-01-28,"email","none"
958,2017-02-05,"direct","social"
9718,2017-01-01,"display","none"
4788,2017-01-31,"social","social"
7585,2017-01-04,"social","none"
226,2017-01-16,"display","none"
3463,2017-02-15,"email","email"
5112,2017-01-19,"social","none"
8063,2017-02-04,"direct","email"
609,2017-02-03,"direct","social"
1953,2017-01-09,"social","none"
2976,2017-01-31,"email","email"
715,2017-01-17,"email","none"
5659,2017-01-09,"social","none"
2443,2017-01-07,"direct","none"
6498,2017-01-31,"email","none"
6896,2017-02-08,"direct","none"
2284,2017-02-11,"email","none"
8494,2017-02-06,"email","social"
983,2017-01-15,"social","social"
4407,2017-02-21,"email","none"
7267,2017-01-07,"direct","none"
1016,2017-01-19,"social","social"
906,2017-01-11,"social","social"
1862,2017-02-07,"display","email"
5202,2017-01-08,"social","email"
4404,2017-01-25,"social","social"
9293,2017-02-21,"email","email"
558,2017-02-27,"display","none"
8287,2017-02-03,"direct","none"
3564,2017-02-16,"email","none"
3349,2017-01-07,"direct","none"
2840,2017-01-25,"display","none"
9843,2017-01-30,"social","social"
5723,2017-02-21,"email","email"
3940,2017-01-21,"social","email"
1854,2017-01-19,"email","email"
668,2017-01-29,"social","none"
5862,2017-02-08,"email","none"
2105,2017-02-15,"display","email"
4441,2017-01-10,"email","social"
5141,2017-02-21,"email","social"
961,2017-01-16,"social","none"
6409,2017-02-04,"display","none"
5857,2017-02-07,"email","none"
5898,2017-01-24,"social","none"
2187,2017-01-03,"email","none"
4417,2017-02-06,"direct","email"
2642,2017-01-26,"social","none"
400,2017-01-17,"email","none"
1948,2017-01-15,"social","social"
7787,2017-02-03,"direct","social"
3155,2017-02-20,"email","none"
9300,2017-01-26,"email","none"
8556,2017-02-25,"display","none"
2387,2017-01-09,"direct","none"
9000,2017-01-06,"direct","none"
7275,2017-02-14,"email","none"
4318,2017-01-04,"display","none"
6564,2017-01-27,"display","social"
9759,2017-01-12,"display","social"
3040,2017-01-17,"email","social"
3091,2017-01-11,"social","none"
4567,2017-02-02,"display","social"
4745,2017-01-12,"social","none"
4832,2017-01-18,"display","none"
3491,2017-02-09,"display","social"
4110,2017-02-01,"email","social"
4016,2017-02-07,"email","display"
2401,2017-02-15,"display","none"
2598,2017-01-04,"email","none"
5943,2017-02-15,"email","social"
5806,2017-01-17,"email","none"
2428,2017-02-19,"direct","none"
9785,2017-02-21,"email","email"
927,2017-01-03,"social","none"
5345,2017-01-04,"email","none"
4426,2017-02-04,"direct","none"
9285,2017-02-08,"display","display"
5605,2017-01-25,"email","none"
4385,2017-01-02,"none","none"
8940,2017-01-11,"social","none"
7823,2017-01-21,"social","none"
8414,2017-02-16,"email","email"
7572,2017-01-24,"display","none"
9663,2017-01-18,"display","none"
2766,2017-01-09,"social","none"
2941,2017-01-15,"social","none"
7794,2017-02-23,"email","email"
1737,2017-02-08,"email","none"
6182,2017-01-06,"social","none"
6591,2017-01-29,"email","none"
1373,2017-02-02,"display","display"
303,2017-01-04,"social","none"
5490,2017-01-17,"social","none"
2987,2017-02-04,"direct","none"
413,2017-01-15,"display","none"
2954,2017-01-10,"email","email"
2219,2017-02-28,"display","email"
3062,2017-02-17,"display","none"
3488,2017-01-31,"display","email"
9197,2017-02-19,"display","email"
1903,2017-01-15,"none","none"
5210,2017-01-09,"social","none"
1096,2017-01-27,"email","email"
1345,2017-02-04,"social","none"
3142,2017-01-10,"social","email"
1783,2017-02-16,"display","email"
3578,2017-01-08,"direct","none"
6636,2017-01-05,"email","email"
4168,2017-02-14,"email","none"
1856,2017-02-08,"email","none"
2009,2017-01-04,"social","none"
3949,2017-02-22,"email","none"
6845,2017-02-16,"display","none"
9252,2017-02-22,"display","display"
4044,2017-01-04,"email","none"
281,2017-01-11,"email","none"
8423,2017-01-12,"social","social"
7043,2017-01-29,"email","email"
2399,2017-01-19,"email","none"
3918,2017-01-14,"email","none"
1925,2017-01-27,"social","email"
1916,2017-01-14,"display","none"
1447,2017-01-19,"email","none"
5205,2017-02-13,"social","none"
5202,2017-02-06,"direct","social"
6234,2017-01-09,"social","none"
7724,2017-01-14,"display","none"
8105,2017-01-17,"email","social"
7633,2017-02-24,"email","email"
1621,2017-01-29,"email","email"
9272,2017-01-01,"none","none"
3997,2017-02-05,"display","none"
3869,2017-01-23,"social","none"
7942,2017-01-10,"social","email"
8503,2017-02-25,"social","social"
291,2017-01-29,"social","social"
8759,2017-02-21,"email","none"
606,2017-01-03,"display","none"
8394,2017-02-15,"display","social"
1191,2017-01-23,"display","display"
5044,2017-02-14,"social","social"
5484,2017-01-09,"direct","none"
7503,2017-01-04,"social","none"
1949,2017-01-24,"social","none"
9072,2017-02-24,"email","social"
3683,2017-01-22,"display","none"
5145,2017-01-28,"social","social"
5607,2017-01-29,"social","social"
4077,2017-02-05,"direct","none"
4534,2017-01-09,"social","none"
9054,2017-02-07,"email","none"
7193,2017-01-19,"display","none"
2744,2017-01-03,"social","none"
7165,2017-01-31,"direct","none"
2065,2017-02-05,"direct","none"
1391,2017-01-09,"social","email"
1925,2017-01-04,"social","none"
2776,2017-01-07,"social","social"
1044,2017-01-09,"direct","none"
435,2017-02-06,"display","social"
5263,2017-01-02,"none","none"
2178,2017-02-09,"social","none"
3510,2017-01-13,"social","none"
3357,2017-02-09,"display","email"
8889,2017-01-02,"social","none"
1567,2017-01-08,"social","none"
6232,2017-02-10,"email","email"
7711,2017-01-21,"social","social"
5638,2017-01-20,"social","none"
9988,2017-02-13,"email","email"
5711,2017-02-07,"email","social"
6769,2017-01-11,"social","none"
6655,2017-01-19,"email","none"
2105,2017-02-12,"display","email"
2269,2017-02-12,"social","none"
7618,2017-02-22,"direct","none"
8611,2017-02-13,"email","email"
2488,2017-02-03,"direct","social"
1215,2017-01-29,"social","social"
7087,2017-01-06,"direct","none"
2425,2017-01-12,"social","none"
421,2017-02-07,"email","social"
1572,2017-01-03,"none","none"
2488,2017-01-11,"social","none"
2343,2017-02-15,"display","email"
787,2017-01-14,"display","social"
3821,2017-01-07,"direct","none"
7967,2017-01-29,"email","none"
2831,2017-01-30,"social","social"
4278,2017-02-27,"email","none"
5581,2017-01-27,"social","social"
2796,2017-02-26,"email","none"
8235,2017-02-08,"display","display"
9974,2017-02-04,"direct","none"
5292,2017-01-01,"social","none"
4383,2017-01-03,"social","email"
262,2017-01-17,"email","none"
4149,2017-01-30,"social","none"
9776,2017-01-11,"email","none"
7022,2017-01-01,"none","none"
3531,2017-02-04,"display","none"
1792,2017-01-26,"social","none"
2080,2017-01-22,"display","email"
919,2017-01-14,"social","social"
3299,2017-02-20,"email","social"
5382,2017-01-21,"display","social"
3614,2017-01-24,"email","none"
6700,2017-01-17,"social","none"
5076,2017-02-04,"direct","none"
2970,2017-02-18,"direct","none"
8425,2017-02-12,"social","none"
8002,2017-01-20,"social","social"
2894,2017-01-19,"display","none"
9666,2017-01-12,"display","social"
410,2017-01-26,"social","social"
5163,2017-01-31,"email","none"
2475,2017-01-22,"social","none"
9406,2017-01-18,"display","none"
4901,2017-01-14,"social","social"
7352,2017-01-25,"display","none"
8947,2017-01-20,"email","none"
9925,2017-01-19,"social","none"
4712,2017-02-05,"direct","none"
9161,2017-01-02,"social","none"
9867,2017-01-12,"email","none"
9018,2017-02-15,"display","social"
3044,2017-01-03,"social","none"
721,2017-01-10,"email","none"
6547,2017-02-13,"email","none"
2026,2017-02-21,"direct","none"
7042,2017-01-30,"social","none"
5480,2017-02-16,"direct","email"
2865,2017-02-01,"email","none"
6194,2017-01-10,"email","none"
1558,2017-02-27,"email","social"
5022,2017-02-14,"email","email"
212,2017-02-11,"email","email"
5278,2017-02-03,"direct","none"
8297,2017-01-01,"social","none"
2749,2017-01-29,"social","none"
3859,2017-01-20,"email","none"
5652,2017-02-24,"email","email"
8053,2017-01-06,"social","none"
4081,2017-02-13,"direct","social"
6452,2017-02-06,"direct","none"
4730,2017-02-27,"display","email"
8243,2017-02-21,"email","none"
5423,2017-01-13,"none","none"
9828,2017-02-16,"social","social"
6716,2017-01-11,"social","display"
1268,2017-01-26,"display","none"
3207,2017-02-01,"display","none"
839,2017-02-05,"direct","none"
2597,2017-01-09,"email","none"
2592,2017-02-24,"display","none"
5941,2017-02-06,"display","email"
9055,2017-02-06,"display","none"
2710,2017-02-11,"email","none"
7553,2017-01-13,"email","none"
8178,2017-01-11,"social","social"
5988,2017-01-06,"direct","none"
7814,2017-01-26,"social","email"
6060,2017-02-16,"display","none"
7633,2017-02-27,"email","email"
491,2017-01-24,"email","none"
5524,2017-02-14,"email","none"
9756,2017-01-08,"display","none"
4665,2017-01-14,"email","none"
4977,2017-02-25,"email","email"
7885,2017-02-18,"direct","none"
3535,2017-01-01,"social","none"
3639,2017-01-14,"social","email"
8288,2017-02-04,"direct","none"
9964,2017-01-05,"none","none"
8543,2017-01-06,"direct","email"
9413,2017-01-07,"social","none"
8319,2017-01-23,"social","none"
541,2017-02-15,"email","social"
8065,2017-02-04,"direct","none"
9885,2017-02-24,"display","none"
457,2017-02-25,"email","email"
474,2017-01-04,"email","none"
1742,2017-02-07,"email","email"
5330,2017-02-14,"email","social"
9631,2017-01-01,"none","none"
9159,2017-01-21,"social","social"
6901,2017-02-24,"display","display"
1950,2017-01-30,"social","social"
1032,2017-02-08,"email","none"
3291,2017-01-01,"social","none"
7965,2017-02-06,"direct","none"
553,2017-01-05,"social","none"
3777,2017-01-12,"display","display"
8753,2017-01-13,"display","none"
9903,2017-01-24,"social","none"
6352,2017-02-18,"display","display"
6062,2017-02-09,"email","social"
1053,2017-01-31,"social","none"
958,2017-01-03,"social","none"
3015,2017-02-09,"direct","none"
415,2017-02-03,"display","display"
9206,2017-02-06,"display","none"
8936,2017-01-26,"social","social"
9176,2017-02-07,"direct","none"
4174,2017-01-26,"email","none"
3417,2017-02-01,"display","none"
8692,2017-02-06,"direct","email"
5494,2017-01-13,"social","none"
9457,2017-01-25,"email","none"
7730,2017-02-22,"email","email"
5023,2017-01-17,"social","social"
5338,2017-01-22,"social","none"
5746,2017-02-03,"display","display"
437,2017-02-09,"email","none"
243,2017-02-25,"email","email"
1700,2017-01-10,"email","none"
381,2017-02-25,"display","none"
4574,2017-01-25,"social","none"
727,2017-01-08,"display","social"
3717,2017-01-23,"email","none"
1729,2017-02-23,"display","email"
9401,2017-01-01,"social","none"
2829,2017-01-13,"social","none"
5613,2017-01-10,"email","none"
4339,2017-01-10,"social","social"
6155,2017-01-20,"email","email"
1285,2017-01-29,"social","social"
5245,2017-02-14,"email","none"
5723,2017-01-10,"email","email"
7280,2017-01-30,"email","email"
1534,2017-01-08,"display","none"
606,2017-02-02,"display","none"
4971,2017-01-07,"social","none"
7068,2017-02-08,"display","email"
7090,2017-02-24,"direct","social"
2501,2017-01-20,"display","none"
4905,2017-01-03,"email","none"
9641,2017-01-06,"social","none"
4630,2017-01-09,"social","social"
9308,2017-01-07,"display","none"
854,2017-01-13,"email","none"
6797,2017-01-11,"email","none"
7651,2017-02-08,"display","none"
198,2017-01-17,"email","none"
7590,2017-01-17,"email","email"
826,2017-01-23,"social","email"
669,2017-01-29,"display","social"
2850,2017-01-15,"social","none"
6670,2017-02-15,"display","email"
5504,2017-02-07,"display","display"
1072,2017-02-04,"direct","none"
790,2017-01-26,"social","social"
8609,2017-01-29,"social","email"
6610,2017-02-06,"email","social"
9761,2017-01-21,"display","none"
7087,2017-01-16,"email","none"
9290,2017-01-07,"social","none"
3737,2017-02-07,"email","email"
9484,2017-01-31,"direct","none"
9090,2017-02-04,"none","none"
8025,2017-01-13,"email","none"
9040,2017-02-05,"display","social"
6746,2017-02-04,"direct","social"
1146,2017-01-14,"social","none"
4042,2017-01-20,"social","none"
662,2017-01-05,"social","none"
9401,2017-02-22,"email","none"
2434,2017-01-19,"social","none"
6058,2017-02-26,"display","email"
6914,2017-02-09,"email","none"
8238,2017-01-30,"social","social"
7526,2017-02-06,"direct","email"
6436,2017-02-10,"email","social"
370,2017-01-22,"social","none"
5766,2017-01-10,"display","social"
8746,2017-02-26,"email","none"
6757,2017-01-06,"direct","none"
8626,2017-02-20,"display","none"
3093,2017-02-28,"direct","none"
9145,2017-01-08,"direct","none"
3602,2017-02-25,"social","none"
6169,2017-02-13,"display","none"
5003,2017-02-04,"email","none"
8038,2017-01-04,"display","none"
2696,2017-02-02,"email","none"
1099,2017-01-17,"social","none"
3575,2017-01-11,"display","none"
79,2017-02-16,"email","social"
9656,2017-02-23,"social","social"
7411,2017-02-27,"email","none"
1219,2017-02-16,"email","email"
2374,2017-01-05,"display","social"
3492,2017-02-13,"email","none"
1000,2017-01-25,"social","email"
1251,2017-02-07,"email","social"
3682,2017-01-11,"social","social"
7350,2017-01-25,"email","none"
6923,2017-02-06,"direct","email"
68,2017-01-26,"social","social"
4738,2017-01-10,"social","none"
7207,2017-01-04,"email","none"
3332,2017-01-04,"display","none"
2008,2017-02-06,"none","none"
6016,2017-02-21,"email","social"
827,2017-02-14,"direct","social"
2934,2017-02-14,"email","social"
212,2017-02-08,"email","email"
6465,2017-01-11,"direct","none"
8096,2017-01-07,"social","none"
2602,2017-02-05,"direct","none"
2202,2017-01-15,"direct","none"
9259,2017-01-23,"display","none"
9134,2017-02-06,"display","none"
1550,2017-02-21,"email","none"
5537,2017-02-02,"social","none"
6203,2017-01-04,"social","none"
7268,2017-01-09,"social","social"
7798,2017-01-26,"social","social"
5779,2017-01-16,"social","none"
7780,2017-02-08,"direct","none"
